03-04-2023_11-03-21
Title: seah sok eng hearing aid 
Right Hearing Aid Serial Number: NEE5027
Left Hearing Aid Serial Number: None
Data rate: 50
Available sensors: Accelerometer
Accelerometer G: 1
Notes: 

11:03:21.726 - Walking
11:03:29.918 - motion sensor: [x: 0.6279296875, y: 0.111328125, z: 0.66796875] [x: 0.658203125, y: 0.09375, z: 0.615234375] [x: 0.708984375, y: 0.078125, z: 0.5908203125] [x: 0.7119140625, y: 0.060546875, z: 0.580078125]
11:03:29.999 - motion sensor: [x: 0.66796875, y: 0.05859375, z: 0.5595703125] [x: 0.6494140625, y: 0.078125, z: 0.572265625] [x: 0.638671875, y: 0.08984375, z: 0.578125] [x: 0.623046875, y: 0.08984375, z: 0.568359375]
11:03:30.079 - motion sensor: [x: 0.6171875, y: 0.0869140625, z: 0.560546875] [x: 0.6201171875, y: 0.0751953125, z: 0.560546875] [x: 0.6240234375, y: 0.06640625, z: 0.552734375] [x: 0.6162109375, y: 0.0654296875, z: 0.544921875]
11:03:30.157 - motion sensor: [x: 0.6396484375, y: 0.0751953125, z: 0.5595703125] [x: 0.6982421875, y: 0.0869140625, z: 0.5986328125] [x: 0.7490234375, y: 0.0947265625, z: 0.630859375] [x: 0.7880859375, y: 0.099609375, z: 0.6552734375]
11:03:30.258 - motion sensor: [x: 0.751953125, y: 0.107421875, z: 0.65625] [x: 0.7275390625, y: 0.109375, z: 0.6728515625] [x: 0.7431640625, y: 0.10546875, z: 0.6904296875] [x: 0.7880859375, y: 0.095703125, z: 0.7265625]
11:03:30.316 - motion sensor: [x: 0.8271484375, y: 0.076171875, z: 0.7666015625] [x: 0.7978515625, y: 0.04296875, z: 0.736328125] [x: 0.91796875, y: 0.0556640625, z: 0.744140625] [x: 0.9931640625, y: 0.0439453125, z: 0.7080078125]
11:03:30.397 - motion sensor: [x: 0.9345703125, y: -0.015625, z: 0.6259765625] [x: 0.9052734375, y: -0.0517578125, z: 0.58984375] [x: 0.849609375, y: -0.080078125, z: 0.56640625] [x: 0.7587890625, y: -0.0869140625, z: 0.5341796875]
11:03:30.477 - motion sensor: [x: 0.720703125, y: -0.0693359375, z: 0.4951171875] [x: 0.73828125, y: -0.025390625, z: 0.4853515625] [x: 0.78125, y: 0.009765625, z: 0.4951171875] [x: 0.7509765625, y: 0.02734375, z: 0.4873046875]
11:03:30.577 - motion sensor: [x: 0.7060546875, y: 0.037109375, z: 0.490234375] [x: 0.68359375, y: 0.0498046875, z: 0.4951171875] [x: 0.6845703125, y: 0.07421875, z: 0.4951171875] [x: 0.6943359375, y: 0.1005859375, z: 0.47265625]
11:03:30.676 - motion sensor: [x: 0.734375, y: 0.1162109375, z: 0.4697265625] [x: 0.7734375, y: 0.1142578125, z: 0.458984375] [x: 0.7958984375, y: 0.107421875, z: 0.4462890625] [x: 0.8056640625, y: 0.099609375, z: 0.4521484375]
11:03:30.738 - motion sensor: [x: 0.8095703125, y: 0.0888671875, z: 0.462890625] [x: 0.7646484375, y: 0.0693359375, z: 0.4697265625] [x: 0.798828125, y: 0.060546875, z: 0.482421875] [x: 0.859375, y: 0.0458984375, z: 0.5087890625]
11:03:30.817 - motion sensor: [x: 0.8583984375, y: 0.0361328125, z: 0.513671875] [x: 0.884765625, y: 0.0302734375, z: 0.5400390625] [x: 0.9306640625, y: 0.0341796875, z: 0.537109375] [x: 1.0087890625, y: 0.0458984375, z: 0.5439453125]
11:03:30.903 - motion sensor: [x: 1.0009765625, y: 0.064453125, z: 0.55078125] [x: 1.099609375, y: 0.0966796875, z: 0.560546875] [x: 0.990234375, y: 0.0986328125, z: 0.546875] [x: 0.7939453125, y: 0.1259765625, z: 0.521484375]
11:03:30.979 - motion sensor: [x: 0.8134765625, y: 0.1748046875, z: 0.5556640625] [x: 0.83203125, y: 0.205078125, z: 0.5732421875] [x: 0.8203125, y: 0.203125, z: 0.5537109375] [x: 0.806640625, y: 0.1865234375, z: 0.5107421875]
11:03:31.040 - motion sensor: [x: 0.8427734375, y: 0.166015625, z: 0.46484375] [x: 0.826171875, y: 0.134765625, z: 0.4521484375] [x: 0.751953125, y: 0.107421875, z: 0.431640625] [x: 0.7099609375, y: 0.099609375, z: 0.412109375]
11:03:31.158 - motion sensor: [x: 0.697265625, y: 0.09375, z: 0.396484375] [x: 0.69140625, y: 0.0869140625, z: 0.3837890625] [x: 0.70703125, y: 0.083984375, z: 0.3779296875] [x: 0.7216796875, y: 0.08984375, z: 0.3779296875]
11:03:31.216 - motion sensor: [x: 0.7294921875, y: 0.0966796875, z: 0.38671875] [x: 0.7490234375, y: 0.11328125, z: 0.3974609375] [x: 0.7607421875, y: 0.130859375, z: 0.427734375] [x: 0.7783203125, y: 0.1357421875, z: 0.4638671875]
11:03:31.299 - motion sensor: [x: 0.7646484375, y: 0.1357421875, z: 0.4912109375] [x: 0.7939453125, y: 0.130859375, z: 0.5205078125] [x: 0.7705078125, y: 0.12890625, z: 0.5439453125] [x: 0.7685546875, y: 0.14453125, z: 0.568359375]
11:03:31.358 - motion sensor: [x: 0.841796875, y: 0.1591796875, z: 0.6142578125] [x: 0.92578125, y: 0.166015625, z: 0.65234375] [x: 1.0849609375, y: 0.1845703125, z: 0.6630859375] [x: 1.201171875, y: 0.17578125, z: 0.6494140625]
11:03:31.437 - motion sensor: [x: 1.2158203125, y: 0.109375, z: 0.6005859375] [x: 0.98828125, y: 0.0029296875, z: 0.548828125] [x: 0.8857421875, y: -0.052734375, z: 0.5419921875] [x: 0.779296875, y: -0.0859375, z: 0.5693359375]
11:03:31.538 - motion sensor: [x: 0.7548828125, y: -0.087890625, z: 0.556640625] [x: 0.7099609375, y: -0.0546875, z: 0.5146484375] [x: 0.7080078125, y: -0.001953125, z: 0.4775390625] [x: 0.751953125, y: 0.04296875, z: 0.45703125]
11:03:31.598 - motion sensor: [x: 0.77734375, y: 0.05859375, z: 0.458984375] [x: 0.7548828125, y: 0.0625, z: 0.4521484375] [x: 0.7333984375, y: 0.0625, z: 0.4609375] [x: 0.7119140625, y: 0.0673828125, z: 0.46484375]
11:03:31.676 - motion sensor: [x: 0.6884765625, y: 0.0791015625, z: 0.474609375] [x: 0.7236328125, y: 0.0830078125, z: 0.4794921875] [x: 0.7568359375, y: 0.080078125, z: 0.4755859375] [x: 0.783203125, y: 0.0595703125, z: 0.474609375]
11:03:31.759 - motion sensor: [x: 0.79296875, y: 0.0341796875, z: 0.4951171875] [x: 0.783203125, y: 0.025390625, z: 0.5146484375] [x: 0.78125, y: 0.015625, z: 0.5390625] [x: 0.75390625, y: 0, z: 0.5546875]
11:03:31.838 - motion sensor: [x: 0.7861328125, y: -0.021484375, z: 0.5771484375] [x: 0.7880859375, y: -0.0390625, z: 0.576171875] [x: 0.7919921875, y: -0.046875, z: 0.5576171875] [x: 0.85546875, y: -0.0283203125, z: 0.5751953125]
11:03:31.939 - motion sensor: [x: 0.9697265625, y: 0.0068359375, z: 0.6240234375] [x: 1.0703125, y: 0.05078125, z: 0.6708984375] [x: 1.0205078125, y: 0.08984375, z: 0.701171875] [x: 0.7998046875, y: 0.115234375, z: 0.708984375]
11:03:31.999 - motion sensor: [x: 0.810546875, y: 0.142578125, z: 0.73828125] [x: 0.822265625, y: 0.1435546875, z: 0.765625] [x: 0.7197265625, y: 0.1279296875, z: 0.7119140625] [x: 0.671875, y: 0.099609375, z: 0.6484375]
11:03:32.079 - motion sensor: [x: 0.716796875, y: 0.0693359375, z: 0.5849609375] [x: 0.7255859375, y: 0.0302734375, z: 0.5400390625] [x: 0.669921875, y: -0.001953125, z: 0.4833984375] [x: 0.6416015625, y: 0.005859375, z: 0.46484375]
11:03:32.158 - motion sensor: [x: 0.6328125, y: 0.0322265625, z: 0.470703125] [x: 0.65234375, y: 0.0712890625, z: 0.478515625] [x: 0.6875, y: 0.095703125, z: 0.5] [x: 0.701171875, y: 0.099609375, z: 0.5224609375]
11:03:32.237 - motion sensor: [x: 0.70703125, y: 0.08984375, z: 0.5400390625] [x: 0.6865234375, y: 0.07421875, z: 0.54296875] [x: 0.6611328125, y: 0.0673828125, z: 0.56640625] [x: 0.66796875, y: 0.072265625, z: 0.59765625]
11:03:32.317 - motion sensor: [x: 0.6689453125, y: 0.087890625, z: 0.6572265625] [x: 0.69140625, y: 0.1123046875, z: 0.6982421875] [x: 0.7236328125, y: 0.1337890625, z: 0.7216796875] [x: 0.748046875, y: 0.13671875, z: 0.70703125]
11:03:32.397 - motion sensor: [x: 0.7265625, y: 0.1279296875, z: 0.666015625] [x: 0.73046875, y: 0.1123046875, z: 0.6298828125] [x: 0.8017578125, y: 0.09765625, z: 0.6259765625] [x: 0.818359375, y: 0.072265625, z: 0.642578125]
11:03:32.479 - motion sensor: [x: 0.87109375, y: 0.0771484375, z: 0.66015625] [x: 0.9833984375, y: 0.0859375, z: 0.68359375] [x: 0.923828125, y: 0.0439453125, z: 0.630859375] [x: 0.9013671875, y: -0.01171875, z: 0.6396484375]
11:03:32.557 - motion sensor: [x: 0.873046875, y: -0.0546875, z: 0.6513671875] [x: 0.818359375, y: -0.078125, z: 0.62890625] [x: 0.7490234375, y: -0.0771484375, z: 0.5654296875] [x: 0.7626953125, y: -0.0576171875, z: 0.5185546875]
11:03:32.638 - motion sensor: [x: 0.8466796875, y: -0.0126953125, z: 0.509765625] [x: 0.8271484375, y: 0.00390625, z: 0.49609375] [x: 0.7490234375, y: 0.017578125, z: 0.478515625] [x: 0.705078125, y: 0.0302734375, z: 0.484375]
11:03:32.713 - motion sensor: [x: 0.6904296875, y: 0.0322265625, z: 0.4931640625] [x: 0.6611328125, y: 0.0439453125, z: 0.5048828125] [x: 0.640625, y: 0.0556640625, z: 0.52734375] [x: 0.646484375, y: 0.068359375, z: 0.5546875]
11:03:32.798 - motion sensor: [x: 0.689453125, y: 0.07421875, z: 0.578125] [x: 0.7060546875, y: 0.06640625, z: 0.583984375] [x: 0.7080078125, y: 0.05078125, z: 0.5810546875] [x: 0.7275390625, y: 0.0302734375, z: 0.5849609375]
11:03:32.877 - motion sensor: [x: 0.7646484375, y: 0.01171875, z: 0.603515625] [x: 0.7744140625, y: -0.013671875, z: 0.60546875] [x: 0.7900390625, y: -0.0439453125, z: 0.595703125] [x: 0.7998046875, y: -0.0634765625, z: 0.580078125]
11:03:32.979 - motion sensor: [x: 0.79296875, y: -0.0771484375, z: 0.58203125] [x: 0.7978515625, y: -0.0634765625, z: 0.587890625] [x: 0.888671875, y: -0.029296875, z: 0.638671875] [x: 0.931640625, y: -0.001953125, z: 0.689453125]
11:03:33.037 - motion sensor: [x: 1.0693359375, y: 0.05859375, z: 0.7548828125] [x: 1.0751953125, y: 0.0673828125, z: 0.77734375] [x: 0.8515625, y: 0.060546875, z: 0.6865234375] [x: 0.6328125, y: 0.0751953125, z: 0.6552734375]
11:03:33.117 - motion sensor: [x: 0.5830078125, y: 0.1083984375, z: 0.6630859375] [x: 0.623046875, y: 0.1337890625, z: 0.6630859375] [x: 0.6416015625, y: 0.1328125, z: 0.6201171875] [x: 0.69921875, y: 0.11328125, z: 0.5849609375]
11:03:33.197 - motion sensor: [x: 0.7119140625, y: 0.095703125, z: 0.5693359375] [x: 0.7001953125, y: 0.0849609375, z: 0.546875] [x: 0.7001953125, y: 0.0791015625, z: 0.5419921875] [x: 0.6982421875, y: 0.080078125, z: 0.5458984375]
11:03:33.277 - motion sensor: [x: 0.708984375, y: 0.08203125, z: 0.5478515625] [x: 0.703125, y: 0.08203125, z: 0.5576171875] [x: 0.6962890625, y: 0.0732421875, z: 0.5751953125] [x: 0.685546875, y: 0.064453125, z: 0.5830078125]
11:03:33.357 - motion sensor: [x: 0.689453125, y: 0.060546875, z: 0.583984375] [x: 0.6982421875, y: 0.0634765625, z: 0.578125] [x: 0.701171875, y: 0.060546875, z: 0.5546875] [x: 0.697265625, y: 0.05859375, z: 0.5546875]
11:03:33.436 - motion sensor: [x: 0.6884765625, y: 0.0595703125, z: 0.5791015625] [x: 0.70703125, y: 0.0693359375, z: 0.619140625] [x: 0.748046875, y: 0.0859375, z: 0.6591796875] [x: 0.7421875, y: 0.091796875, z: 0.6474609375]
11:03:33.518 - motion sensor: [x: 0.71875, y: 0.0888671875, z: 0.6357421875] [x: 0.7158203125, y: 0.08203125, z: 0.6416015625] [x: 0.8134765625, y: 0.0849609375, z: 0.6884765625] [x: 0.8193359375, y: 0.07421875, z: 0.72265625]
11:03:33.599 - motion sensor: [x: 0.8486328125, y: 0.07421875, z: 0.6953125] [x: 0.951171875, y: 0.0810546875, z: 0.7001953125] [x: 0.9560546875, y: 0.048828125, z: 0.615234375] [x: 0.90625, y: -0.009765625, z: 0.5537109375]
11:03:33.678 - motion sensor: [x: 0.8828125, y: -0.046875, z: 0.54296875] [x: 0.8720703125, y: -0.064453125, z: 0.54296875] [x: 0.845703125, y: -0.064453125, z: 0.5244140625] [x: 0.81640625, y: -0.0419921875, z: 0.501953125]
11:03:33.759 - motion sensor: [x: 0.8427734375, y: -0.0068359375, z: 0.505859375] [x: 0.7998046875, y: 0.0078125, z: 0.501953125] [x: 0.7392578125, y: 0.0205078125, z: 0.5009765625] [x: 0.6982421875, y: 0.0361328125, z: 0.51171875]
11:03:33.839 - motion sensor: [x: 0.6728515625, y: 0.0556640625, z: 0.541015625] [x: 0.6689453125, y: 0.0673828125, z: 0.53125] [x: 0.677734375, y: 0.0693359375, z: 0.51953125] [x: 0.689453125, y: 0.068359375, z: 0.4931640625]
11:03:33.917 - motion sensor: [x: 0.701171875, y: 0.0703125, z: 0.4755859375] [x: 0.7060546875, y: 0.068359375, z: 0.4775390625] [x: 0.705078125, y: 0.0634765625, z: 0.49609375] [x: 0.7216796875, y: 0.0546875, z: 0.5322265625]
11:03:33.999 - motion sensor: [x: 0.751953125, y: 0.0498046875, z: 0.5595703125] [x: 0.7978515625, y: 0.0380859375, z: 0.5810546875] [x: 0.8134765625, y: 0.0205078125, z: 0.5869140625] [x: 0.828125, y: 0.00390625, z: 0.587890625]
11:03:34.077 - motion sensor: [x: 0.8427734375, y: -0.0029296875, z: 0.591796875] [x: 0.8837890625, y: -0.0078125, z: 0.615234375] [x: 0.9482421875, y: -0.00390625, z: 0.669921875] [x: 0.93359375, y: 0.005859375, z: 0.6796875]
11:03:34.157 - motion sensor: [x: 1.0595703125, y: 0.0498046875, z: 0.71484375] [x: 1.001953125, y: 0.0634765625, z: 0.6923828125] [x: 0.78515625, y: 0.0791015625, z: 0.6259765625] [x: 0.6591796875, y: 0.107421875, z: 0.6142578125]
11:03:34.236 - motion sensor: [x: 0.6982421875, y: 0.1484375, z: 0.6572265625] [x: 0.705078125, y: 0.16015625, z: 0.6689453125] [x: 0.7275390625, y: 0.1572265625, z: 0.640625] [x: 0.7255859375, y: 0.1318359375, z: 0.5986328125]
11:03:34.313 - motion sensor: [x: 0.7099609375, y: 0.0966796875, z: 0.5693359375] [x: 0.6708984375, y: 0.068359375, z: 0.525390625] [x: 0.6591796875, y: 0.0576171875, z: 0.5009765625] [x: 0.6708984375, y: 0.05078125, z: 0.474609375]
11:03:34.398 - motion sensor: [x: 0.68359375, y: 0.052734375, z: 0.4658203125] [x: 0.69921875, y: 0.0517578125, z: 0.4775390625] [x: 0.6904296875, y: 0.05078125, z: 0.509765625] [x: 0.6826171875, y: 0.0498046875, z: 0.546875]
11:03:34.478 - motion sensor: [x: 0.66796875, y: 0.052734375, z: 0.5673828125] [x: 0.6640625, y: 0.05859375, z: 0.5810546875] [x: 0.681640625, y: 0.060546875, z: 0.6025390625] [x: 0.697265625, y: 0.0576171875, z: 0.6298828125]
11:03:34.560 - motion sensor: [x: 0.6875, y: 0.060546875, z: 0.658203125] [x: 0.6943359375, y: 0.0712890625, z: 0.6826171875] [x: 0.71875, y: 0.08203125, z: 0.689453125] [x: 0.7216796875, y: 0.0830078125, z: 0.6962890625]
11:03:34.637 - motion sensor: [x: 0.7470703125, y: 0.076171875, z: 0.71484375] [x: 0.82421875, y: 0.080078125, z: 0.751953125] [x: 0.87890625, y: 0.0947265625, z: 0.7802734375] [x: 0.9482421875, y: 0.1123046875, z: 0.76953125]
11:03:34.717 - motion sensor: [x: 1.0185546875, y: 0.0966796875, z: 0.7451171875] [x: 0.8857421875, y: 0.0078125, z: 0.6435546875] [x: 0.822265625, y: -0.0595703125, z: 0.6181640625] [x: 0.7626953125, y: -0.0908203125, z: 0.6142578125]
11:03:34.794 - motion sensor: [x: 0.71875, y: -0.08984375, z: 0.576171875] [x: 0.716796875, y: -0.0654296875, z: 0.5361328125] [x: 0.7685546875, y: -0.0205078125, z: 0.5166015625] [x: 0.83203125, y: 0.0244140625, z: 0.521484375]
11:03:34.877 - motion sensor: [x: 0.7919921875, y: 0.033203125, z: 0.5078125] [x: 0.7158203125, y: 0.0322265625, z: 0.4970703125] [x: 0.6669921875, y: 0.041015625, z: 0.5029296875] [x: 0.642578125, y: 0.060546875, z: 0.5107421875]
11:03:34.958 - motion sensor: [x: 0.658203125, y: 0.0693359375, z: 0.51953125] [x: 0.6796875, y: 0.0751953125, z: 0.5244140625] [x: 0.6787109375, y: 0.076171875, z: 0.525390625] [x: 0.6865234375, y: 0.0751953125, z: 0.5341796875]
11:03:35.038 - motion sensor: [x: 0.6982421875, y: 0.0673828125, z: 0.5478515625] [x: 0.7451171875, y: 0.0537109375, z: 0.5703125] [x: 0.7548828125, y: 0.0205078125, z: 0.5888671875] [x: 0.755859375, y: -0.015625, z: 0.609375]
11:03:35.138 - motion sensor: [x: 0.798828125, y: -0.04296875, z: 0.638671875] [x: 0.7919921875, y: -0.0771484375, z: 0.65234375] [x: 0.7734375, y: -0.0830078125, z: 0.650390625] [x: 0.798828125, y: -0.0673828125, z: 0.6845703125]
11:03:35.216 - motion sensor: [x: 0.927734375, y: -0.01171875, z: 0.767578125] [x: 1.0322265625, y: 0.0400390625, z: 0.8154296875] [x: 0.9541015625, y: 0.0703125, z: 0.7939453125] [x: 0.73046875, y: 0.0791015625, z: 0.7578125]
11:03:35.277 - motion sensor: [x: 0.697265625, y: 0.1083984375, z: 0.734375] [x: 0.703125, y: 0.1171875, z: 0.7236328125] [x: 0.6884765625, y: 0.111328125, z: 0.6865234375] [x: 0.68359375, y: 0.0927734375, z: 0.6396484375]
11:03:35.357 - motion sensor: [x: 0.6787109375, y: 0.07421875, z: 0.5986328125] [x: 0.7001953125, y: 0.0546875, z: 0.568359375] [x: 0.673828125, y: 0.0380859375, z: 0.5498046875] [x: 0.634765625, y: 0.0400390625, z: 0.537109375]
11:03:35.438 - motion sensor: [x: 0.6474609375, y: 0.056640625, z: 0.544921875] [x: 0.6552734375, y: 0.0634765625, z: 0.55078125] [x: 0.6630859375, y: 0.0634765625, z: 0.552734375] [x: 0.66796875, y: 0.0556640625, z: 0.5439453125]
11:03:35.517 - motion sensor: [x: 0.6484375, y: 0.0546875, z: 0.5400390625] [x: 0.658203125, y: 0.052734375, z: 0.560546875] [x: 0.6689453125, y: 0.05078125, z: 0.5791015625] [x: 0.6826171875, y: 0.0615234375, z: 0.5986328125]
11:03:35.597 - motion sensor: [x: 0.701171875, y: 0.072265625, z: 0.6337890625] [x: 0.671875, y: 0.0810546875, z: 0.6689453125] [x: 0.658203125, y: 0.099609375, z: 0.69921875] [x: 0.662109375, y: 0.111328125, z: 0.7197265625]
11:03:35.696 - motion sensor: [x: 0.681640625, y: 0.1142578125, z: 0.7138671875] [x: 0.6806640625, y: 0.103515625, z: 0.6962890625] [x: 0.7578125, y: 0.1025390625, z: 0.697265625] [x: 0.8212890625, y: 0.087890625, z: 0.712890625]
11:03:35.756 - motion sensor: [x: 0.86328125, y: 0.0888671875, z: 0.7001953125] [x: 1.04296875, y: 0.099609375, z: 0.7158203125] [x: 1.01953125, y: 0.02734375, z: 0.6611328125] [x: 0.9453125, y: -0.0517578125, z: 0.6044921875]
11:03:35.838 - motion sensor: [x: 0.900390625, y: -0.1044921875, z: 0.6142578125] [x: 0.8056640625, y: -0.140625, z: 0.6025390625] [x: 0.7080078125, y: -0.126953125, z: 0.583984375] [x: 0.7109375, y: -0.0751953125, z: 0.576171875]
11:03:35.915 - motion sensor: [x: 0.7705078125, y: -0.009765625, z: 0.56640625] [x: 0.75, y: 0.0244140625, z: 0.55078125] [x: 0.6904296875, y: 0.0390625, z: 0.537109375] [x: 0.6552734375, y: 0.041015625, z: 0.546875]
11:03:35.999 - motion sensor: [x: 0.630859375, y: 0.0400390625, z: 0.5595703125] [x: 0.626953125, y: 0.04296875, z: 0.5615234375] [x: 0.6435546875, y: 0.046875, z: 0.5732421875] [x: 0.6630859375, y: 0.0517578125, z: 0.564453125]
11:03:36.078 - motion sensor: [x: 0.6904296875, y: 0.0517578125, z: 0.55078125] [x: 0.7109375, y: 0.0380859375, z: 0.5458984375] [x: 0.6943359375, y: 0.0224609375, z: 0.5498046875] [x: 0.7109375, y: 0.0009765625, z: 0.5830078125]
11:03:36.149 - motion sensor: [x: 0.7216796875, y: -0.0302734375, z: 0.6171875] [x: 0.7275390625, y: -0.0517578125, z: 0.650390625] [x: 0.7255859375, y: -0.076171875, z: 0.66015625] [x: 0.734375, y: -0.09765625, z: 0.6787109375]
11:03:36.227 - motion sensor: [x: 0.7275390625, y: -0.1044921875, z: 0.6884765625] [x: 0.7783203125, y: -0.091796875, z: 0.7197265625] [x: 0.8984375, y: -0.0439453125, z: 0.7587890625] [x: 1.0205078125, y: 0.0048828125, z: 0.796875]
11:03:36.310 - motion sensor: [x: 0.939453125, y: 0.03125, z: 0.7724609375] [x: 0.681640625, y: 0.05859375, z: 0.7109375] [x: 0.6904296875, y: 0.11328125, z: 0.7109375] [x: 0.7548828125, y: 0.1455078125, z: 0.728515625]
11:03:36.391 - motion sensor: [x: 0.7421875, y: 0.1484375, z: 0.7001953125] [x: 0.7158203125, y: 0.1240234375, z: 0.6494140625] [x: 0.716796875, y: 0.095703125, z: 0.6279296875] [x: 0.720703125, y: 0.07421875, z: 0.615234375]
11:03:36.471 - motion sensor: [x: 0.65625, y: 0.056640625, z: 0.58984375] [x: 0.595703125, y: 0.05078125, z: 0.5625] [x: 0.595703125, y: 0.0556640625, z: 0.5380859375] [x: 0.6103515625, y: 0.056640625, z: 0.5224609375]
11:03:36.549 - motion sensor: [x: 0.6181640625, y: 0.056640625, z: 0.517578125] [x: 0.6220703125, y: 0.0556640625, z: 0.5263671875] [x: 0.6357421875, y: 0.056640625, z: 0.5478515625] [x: 0.6591796875, y: 0.052734375, z: 0.5751953125]
11:03:36.631 - motion sensor: [x: 0.6708984375, y: 0.0537109375, z: 0.5859375] [x: 0.6767578125, y: 0.05859375, z: 0.6181640625] [x: 0.689453125, y: 0.0712890625, z: 0.65234375] [x: 0.69921875, y: 0.07421875, z: 0.6845703125]
11:03:36.711 - motion sensor: [x: 0.7255859375, y: 0.0849609375, z: 0.7255859375] [x: 0.732421875, y: 0.0830078125, z: 0.73046875] [x: 0.708984375, y: 0.072265625, z: 0.7138671875] [x: 0.6962890625, y: 0.0546875, z: 0.70703125]
11:03:36.791 - motion sensor: [x: 0.763671875, y: 0.0517578125, z: 0.75390625] [x: 0.8056640625, y: 0.068359375, z: 0.7919921875] [x: 0.912109375, y: 0.1083984375, z: 0.806640625] [x: 0.9716796875, y: 0.08203125, z: 0.7607421875]
11:03:36.891 - motion sensor: [x: 0.9150390625, y: -0.0048828125, z: 0.6787109375] [x: 0.8740234375, y: -0.0654296875, z: 0.6572265625] [x: 0.8154296875, y: -0.111328125, z: 0.64453125] [x: 0.7138671875, y: -0.1259765625, z: 0.6171875]
11:03:36.950 - motion sensor: [x: 0.6884765625, y: -0.0986328125, z: 0.58203125] [x: 0.734375, y: -0.0458984375, z: 0.576171875] [x: 0.7783203125, y: 0.0068359375, z: 0.5712890625] [x: 0.7431640625, y: 0.0205078125, z: 0.55078125]
11:03:37.030 - motion sensor: [x: 0.6943359375, y: 0.0107421875, z: 0.529296875] [x: 0.6474609375, y: 0.005859375, z: 0.53125] [x: 0.62109375, y: 0.0224609375, z: 0.525390625] [x: 0.646484375, y: 0.044921875, z: 0.5263671875]
11:03:37.119 - motion sensor: [x: 0.671875, y: 0.064453125, z: 0.515625] [x: 0.6923828125, y: 0.064453125, z: 0.5009765625] [x: 0.69921875, y: 0.048828125, z: 0.4931640625] [x: 0.6787109375, y: 0.0263671875, z: 0.4970703125]
11:03:37.193 - motion sensor: [x: 0.7021484375, y: 0.0166015625, z: 0.5361328125] [x: 0.69921875, y: -0.01171875, z: 0.5830078125] [x: 0.71484375, y: -0.0263671875, z: 0.6328125] [x: 0.787109375, y: -0.041015625, z: 0.689453125]
11:03:37.275 - motion sensor: [x: 0.7705078125, y: -0.0595703125, z: 0.6865234375] [x: 0.8154296875, y: -0.0458984375, z: 0.6630859375] [x: 0.9228515625, y: -0.005859375, z: 0.6806640625] [x: 1.1025390625, y: 0.0400390625, z: 0.755859375]
11:03:37.359 - motion sensor: [x: 1.048828125, y: 0.076171875, z: 0.787109375] [x: 0.888671875, y: 0.107421875, z: 0.8212890625] [x: 0.6494140625, y: 0.125, z: 0.8095703125] [x: 0.650390625, y: 0.1474609375, z: 0.818359375]
11:03:37.439 - motion sensor: [x: 0.6328125, y: 0.1376953125, z: 0.775390625] [x: 0.6171875, y: 0.1103515625, z: 0.7060546875] [x: 0.65234375, y: 0.0712890625, z: 0.638671875] [x: 0.6650390625, y: 0.05078125, z: 0.5869140625]
11:03:37.518 - motion sensor: [x: 0.658203125, y: 0.0341796875, z: 0.5498046875] [x: 0.638671875, y: 0.033203125, z: 0.5234375] [x: 0.6435546875, y: 0.048828125, z: 0.5166015625] [x: 0.638671875, y: 0.0654296875, z: 0.5146484375]
11:03:37.598 - motion sensor: [x: 0.6435546875, y: 0.076171875, z: 0.5107421875] [x: 0.6728515625, y: 0.0810546875, z: 0.5205078125] [x: 0.67578125, y: 0.08984375, z: 0.5322265625] [x: 0.693359375, y: 0.0927734375, z: 0.5537109375]
11:03:37.717 - motion sensor: [x: 0.6884765625, y: 0.0927734375, z: 0.5615234375] [x: 0.6806640625, y: 0.09375, z: 0.560546875] [x: 0.69140625, y: 0.091796875, z: 0.5732421875] [x: 0.6982421875, y: 0.0869140625, z: 0.6044921875]
11:03:37.757 - motion sensor: [x: 0.646484375, y: 0.0791015625, z: 0.6298828125] [x: 0.666015625, y: 0.0859375, z: 0.6826171875] [x: 0.693359375, y: 0.08984375, z: 0.732421875] [x: 0.6748046875, y: 0.0927734375, z: 0.7431640625]
11:03:37.840 - motion sensor: [x: 0.77734375, y: 0.1005859375, z: 0.767578125] [x: 0.9580078125, y: 0.125, z: 0.8212890625] [x: 1.005859375, y: 0.1044921875, z: 0.8056640625] [x: 1.0537109375, y: 0.0078125, z: 0.7548828125]
11:03:37.918 - motion sensor: [x: 0.9306640625, y: -0.099609375, z: 0.6865234375] [x: 0.8798828125, y: -0.1513671875, z: 0.716796875] [x: 0.7666015625, y: -0.173828125, z: 0.705078125] [x: 0.6904296875, y: -0.146484375, z: 0.6484375]
11:03:38.017 - motion sensor: [x: 0.705078125, y: -0.0859375, z: 0.60546875] [x: 0.740234375, y: -0.0263671875, z: 0.5712890625] [x: 0.7158203125, y: 0, z: 0.537109375] [x: 0.6572265625, y: 0.0078125, z: 0.501953125]
11:03:38.078 - motion sensor: [x: 0.640625, y: 0.0078125, z: 0.501953125] [x: 0.646484375, y: 0.013671875, z: 0.51171875] [x: 0.650390625, y: 0.01953125, z: 0.517578125] [x: 0.6640625, y: 0.0205078125, z: 0.525390625]
11:03:38.158 - motion sensor: [x: 0.6689453125, y: 0.013671875, z: 0.5205078125] [x: 0.677734375, y: 0.00390625, z: 0.513671875] [x: 0.6923828125, y: -0.005859375, z: 0.5146484375] [x: 0.6845703125, y: -0.017578125, z: 0.5244140625]
