n_samples,acc_pa,acc_ml,acc_si,gyr_pa,gyr_ml,gyr_si,side
3695,1.0632642347254686,-0.2216942713192286,-12.493122062071695,-0.1894833639783995,6.736586586556505,9.776674417074378,left
3696,1.3134924890183823,-0.3120448713795029,-13.787927048314856,3.5322201318651065,1.510641745765747,6.895676146748637,left
3697,0.9504866713168578,-0.13424696699476252,-15.298718384266284,4.388299241720368,0.5992023940110454,6.38475766428521,left
3698,-0.2201558733378861,0.3090877099273338,-12.46734253834052,-1.465845104330444,-6.70784013499075,-3.220702309336521,left
3699,0.3727693406020385,0.6076598044826256,-11.36975201186762,-1.9666031371708708,-6.867082514752037,-10.075652744930713,left
3700,0.55165869336063,0.8177347888540785,-10.005968435387993,-3.402337651633415,1.9206864211326369,-11.689962509269238,left
3701,0.8221049639462421,1.0746944845987096,-8.871532664051173,-1.4175231987830328,9.907485344877637,-14.466025044781865,left
3702,1.0447468842475476,1.3003442831956444,-9.032298526737119,-0.5625708489822814,12.982685719287113,-13.731221986100378,left
3703,1.220808935500729,1.450009403140633,-10.159123849223421,-1.4893464566626582,8.694283287746737,-11.721224120082072,left
3704,0.8927963499281613,1.4912269032365189,-10.017956609539404,-5.230042546091924,2.5056479919443433,-10.284104200943375,left
3705,0.8480575977333289,1.3577805871527797,-10.130623452073127,-5.124829169326293,-4.801448540723039,-11.194965114390534,left
3706,0.5148861586416373,1.2177240348824816,-9.97990053605002,-3.405859205974623,-10.370568407380278,-12.170002771696232,left
3707,0.11860730284832766,1.0183441361774697,-8.919381231561136,-0.5843154847979735,-16.559600300563172,-16.603909854232786,left
3708,-0.09134802785863849,0.7298466357315079,-7.973320861222378,3.8788438398912772,-21.369132656750242,-22.05083059984476,left
3709,-0.011336189797633622,0.45890045949346236,-7.45709510047599,9.19573459710913,-23.030817654743757,-27.329230436065416,left
3710,0.2591822197178737,0.36090105916016757,-7.257884716960528,12.89022981556248,-21.144062663792795,-30.20301385112697,left
3711,0.5378669326962455,0.2826773237045692,-7.321360176027276,14.174845351837217,-17.63610036896963,-28.8355723404545,left
3712,0.7151293239924654,0.178480974481397,-7.446304421845977,14.370186196873703,-14.701528310704472,-25.901115190187483,left
3713,0.6221001641050639,0.13533055551098835,-7.225162209327884,15.29436929856644,-12.089119922030479,-21.898254462682846,left
3714,0.4735123086213693,0.04749658181806132,-7.5522957636225785,17.663526258762513,-11.721274845572045,-18.41581198254088,left
3715,0.4692912782454002,0.015545586737789135,-7.823485366806059,17.696814075488113,-12.080413802259608,-17.32711823521386,left
3716,0.5179878996297334,0.01200946406110559,-7.926548214254477,17.73502169234664,-10.318441505351625,-15.741457717508094,left
3717,0.7600096640338339,-0.010257152622693416,-8.7727109287992,16.741922110888638,-5.819355113954409,-15.243398125148925,left
3718,0.917709313258749,-0.06286769958099796,-9.914895024310917,13.436495970677855,-0.3826434330239748,-13.772522889113008,left
3719,0.8175473368905406,-0.11450137794247406,-10.056241406953166,9.231067591475872,0.6187658448050518,-11.534820838027516,left
3720,1.045602954451335,-0.29510727145354165,-10.969431762134764,9.534452428429077,0.21598174905625758,-9.098573375674565,left
3721,1.2563047779732512,-0.3498274429412235,-12.256443021717377,10.385682362387948,1.0170503453383732,-5.293759091950152,left
3722,1.4008562958965727,-0.4051480949842956,-12.50040647371152,8.59813240437883,3.7500540779826372,-2.041508174755008,left
3723,0.7781107960539311,-0.4633954067941598,-12.508906320638053,5.889215022790221,5.539126998528279,2.0879997241599897,left
3724,0.98734981877837,-0.6521257166808794,-13.854199334177675,5.204025051253586,0.7873796825748609,4.767890669104032,left
3725,1.0687146826867173,-0.7879093670821777,-15.841811144165009,1.612369207579143,-3.080431646569001,11.894924273675496,left
3726,-0.29378891781262917,-0.8937308389073001,-13.178611515641872,-7.803784123368118,-9.634487905282704,14.785765631925733,left
3727,-0.857225206161373,-1.3186911041351228,-10.978672863937291,-5.460953343365032,-9.325791154249066,13.66710579983034,left
3728,-0.8992927581693233,-1.489745899478535,-10.129423704150799,-2.8254814827951935,-3.033676194722535,11.268527296059256,left
3729,-0.3517360715834621,-1.511097228665371,-10.142643522844791,-2.38301308277707,2.8798733405526957,10.315316286991777,left
3730,0.15606412184804874,-1.5632035775040884,-10.599592581725291,-5.319967684030225,5.2315591395947925,14.0294632627132,left
3731,-0.041664638911620866,-1.7931138210582418,-9.86314284458785,-7.644065083294163,3.004624183659544,17.875053328441645,left
3732,-0.1522340372443396,-1.928744787432824,-9.521215734740531,-4.423440078559951,-2.6390635484542377,17.459464645401276,left
3733,0.12570776466172662,-1.737007288512603,-10.76306422617311,-2.1802525157048223,-4.994658954467055,18.472573228601092,left
3734,-0.12010310481300213,-1.4020924655478164,-10.0645142930058,-9.072788389926064,-7.995969979309175,19.949792028484516,left
3735,-0.08858028585022559,-1.0908390522155902,-9.003622544482281,-15.115557600679164,-10.73240235913289,20.768037737643365,left
3736,-0.13889201408714813,-0.819796555102192,-7.996521562558724,-19.985932403600575,-10.927935800144708,23.36608031960957,left
3737,0.04039887289014743,-0.5747862687864571,-7.333965510244491,-21.14240471696813,-9.374660218813167,24.95535389721121,left
3738,0.11584174683763249,-0.3353450232153099,-6.714769477996007,-20.810387453525294,-5.112198203612886,25.947414766689374,left
3739,0.33767997932890736,-0.17853823424267062,-6.5483887444139,-18.66801906327609,-0.33108121490773784,25.899227959638456,left
3740,0.22063945140779495,-0.005356046510637036,-6.448486792670409,-17.360101958007956,3.9639206368332887,26.72269988906535,left
3741,0.16841706438248094,-0.0274850762971513,-6.712511473091675,-15.940356661707039,4.2817162068941,24.624726936058007,left
3742,0.16670604362934371,-0.015726069582869484,-7.297551098403793,-14.076902496127058,3.6983170152536484,21.537162475596574,left
3743,0.3005534756865247,-0.017521269342984883,-7.859161568092132,-12.859416237440074,3.7576395535868654,17.7839874337587,left
3744,0.3199360071158437,-0.09215338106267226,-8.246352056097217,-12.274798506190812,3.3699765995927775,14.77750442646675,left
3745,0.4344131833048559,-0.17136360804798925,-8.913627760018985,-9.711939998059533,2.394493531260987,12.561067513242113,left
3746,0.3373176285337829,-0.26554935003755836,-9.44210551194542,-6.637993070942768,1.0848949147282803,11.640456827226,left
3747,0.5162631007198564,-0.33017212070894464,-10.502390935646888,-2.264831752354994,1.358884756359803,8.348688672238067,left
3748,0.6233639060609488,-0.33008605446616657,-11.351758898226285,-0.001567530623812985,4.59542685129981,4.573610190132529,left
3749,1.4156026974513125,-0.1782312760235419,-13.300516747897515,2.9201551167614204,8.62068138975628,1.7541220202311911,left
3750,0.8325408000191716,0.001058300413412927,-13.018327590303658,-2.282480604709961,9.62890079732694,4.4351790874576436,left
3751,0.745538597865036,-0.16845625786827645,-13.578926055224503,1.2427259894865375,3.065602280097528,1.7169163280671254,left
3752,0.7104411041991971,0.008915306046580751,-16.711261306725095,4.45046955105566,0.5806357062356435,3.007050209022011,left
3753,-0.5506420373194065,0.460855872238873,-13.532880889255823,-3.1975266787614594,-7.932935016574812,-5.600118250439978,left
3754,-0.3392876646397962,0.8743444209811387,-11.278161056415554,-4.15264681879331,-10.176263247514337,-12.593997081341868,left
3755,-0.50141502055705,1.044261790121771,-9.696942584884193,-3.7085799555222225,-4.7397404549583,-14.786306619138792,left
3756,-0.1724678679893068,1.208398167237023,-9.48052118845045,1.3017138396379915,-2.1796112850120597,-18.988878581225258,left
3757,0.2001026741702261,1.410563247501949,-10.005380677274083,2.754230507593351,-2.31221224377096,-21.140396826433886,left
3758,0.301088905493458,1.581690341711338,-10.717645363325998,1.4843661987195391,-8.468398304518747,-19.814589298852518,left
3759,0.00035778037019129627,1.520652034193839,-10.14896108897722,-1.6883066263553674,-16.85578525906903,-20.27418981886424,left
3760,-0.23741400088999676,1.5289660767874194,-10.373021895685321,0.2117615640495858,-23.168291132706404,-20.257591557334237,left
3761,-0.6998398828027668,1.4328988987504245,-9.634552153625243,0.20519756762935426,-28.922216951824055,-21.1792561851939,left
3762,-0.9003104944399429,1.1626311124000144,-8.493119987173387,2.6274673018208823,-32.12379667488211,-23.823623756411557,left
3763,-0.8812918221750357,0.7271977091821201,-7.291833812795811,8.041090534709879,-29.28596006115928,-27.35357792970079,left
3764,-0.5990831957382274,0.41559696558390585,-6.982315438934938,14.13233816696275,-22.05732617515574,-29.750309582487635,left
3765,-0.4454788786354731,0.30734399109620275,-6.889079763190112,15.274029319487138,-15.240453469610832,-29.93477641559282,left
3766,-0.07067201486456853,0.33153424231858064,-7.044969788327982,12.877548492845767,-9.843088372425038,-27.692556567136464,left
3767,-0.1276895691312232,0.24750602371028635,-6.779703657078471,8.640499737442079,-7.459755678266935,-23.98201657204314,left
3768,0.015252009596515625,0.32319366307536146,-6.889030219321238,9.101995879617359,-5.268672197304028,-21.881239447216103,left
3769,-0.04584640888399227,0.2844326703785945,-6.758264519214951,9.560388442196857,-2.6689390068029417,-18.571929156416815,left
3770,0.03000177063139242,0.2770397526177042,-7.518229125035564,12.870055971305579,-1.23135427101256,-15.670938039022332,left
3771,-0.04453104056027435,0.2585738092890132,-8.157096881573771,12.584729750230924,-0.9110970071425598,-12.63311482153349,left
3772,0.20689811737253816,0.2430749036055947,-9.430947137407099,13.147547390236296,-0.8879413857545115,-10.213651452266427,left
3773,0.09025328160405621,0.20403769260448532,-9.992320304236834,11.459383856148968,0.8072231984055531,-6.761780747178563,left
3774,0.09341606049592022,0.13220888970604627,-10.277379772108675,12.701252310395256,1.804155347985021,-5.194763389085373,left
3775,0.2615141205338394,-0.0025267120927973674,-11.923485042882266,14.906286187644943,3.373409421874148,-1.749251107795263,left
3776,0.4707290320975295,-0.08435560525762303,-12.60630329710912,11.624871842134239,7.518790029866315,-0.22478690385087763,left
3777,0.3127097018124516,-0.1849045044909227,-12.28054386902203,7.949419556709805,15.900262452612726,1.340318680309444,left
3778,-0.3076656716816526,-0.16279788547595286,-12.772268228058085,6.168582194362788,18.055700067067907,3.1578684342995564,left
3779,-0.31405764941647396,-0.306609928593936,-14.076899828176154,2.9792886009002775,9.87804980028549,4.402220398055729,left
3780,-0.43161258180784845,-0.4218850992418324,-15.90864994675655,-0.4173740208825163,0.9294077661061287,10.73749640097858,left
3781,-1.6138373308558598,-0.5124603527156061,-12.057945962147208,-10.072438999466645,-2.89878912167233,11.746228067565347,left
3782,-1.289105606947527,-0.9731221595558474,-10.44543044206914,-6.0973575986791,6.656613567424295,9.156311154013649,left
3783,-0.4827541999178542,-0.9989763439149659,-10.49165705353178,-3.710526397198001,24.0061997810887,8.738435459542885,left
3784,0.10119629468709102,-1.1065373752945549,-10.778008181302194,-3.829579003673423,32.16299071494072,10.59753168827028,left
3785,-0.011980045766718739,-1.259090531580488,-10.69162959577247,-5.513997563347149,28.66955097978415,14.30296988851656,left
3786,-0.1994259485431451,-1.4075740809149861,-9.97675071650097,-3.2759249308237037,16.339193623711367,14.803040996728775,left
3787,-0.18238836534221603,-1.4105026922225834,-10.777881124645798,0.6602993996960738,4.838245160925577,16.457712136709134,left
3788,-0.4086471258005786,-1.1792238440782625,-10.486953160013543,-1.2021466713620015,-4.276875045667471,16.929202315255274,left
3789,-0.6843098581297884,-0.964689150696332,-9.219983239721,-6.83703508731799,-11.918858836656812,16.697343572492514,left
3790,-0.5446829047036417,-0.6776666800211697,-8.507463702335238,-11.590686470238637,-14.445926832994036,16.09838306622893,left
3791,-0.5537459051354303,-0.4363923003257105,-7.417749266889065,-17.1757717777702,-11.676694888297124,16.160601878866625,left
3792,-0.3871331042852615,-0.3359801190358474,-6.563982240960009,-17.47022647719442,-6.535013574921928,13.00182501418374,left
3793,-0.06276568436884244,-0.24397590434978617,-6.228816578176331,-15.092097555228992,0.3496004517452953,10.085088704857377,left
3794,0.4171615017262249,-0.1976674988422401,-6.646422444872049,-11.36434075654738,6.261252704565195,8.309979111693051,left
3795,0.4956723989732217,-0.07401833910734537,-6.762637551698312,-11.408423909960705,9.822146557891607,8.614455097207772,left
3796,0.5360244810674122,-0.0697984512997743,-7.160095009657221,-11.757980429345654,8.625619683821379,9.00777239183742,left
3797,0.4016246627845661,-0.11588393251631139,-7.510301186134382,-12.446513384857779,6.232407231126563,8.736023197774212,left
3798,0.5281025039014209,-0.1298884432416238,-8.414951919773172,-10.879783875084089,4.850747019966691,7.913104097993896,left
3799,0.4127521904515774,-0.03931862217449009,-8.512184133181668,-12.441241088563768,4.183989254329893,8.707184903816621,left
3800,0.6328707013346584,-0.0490048378190968,-9.29709363140413,-11.051366627906386,2.52902123251884,10.02600633983192,left
3801,0.293991304189551,-0.029121385080487283,-9.8398046266032,-9.931907194845284,2.376681091497861,12.934083857958814,left
3802,0.3106337659572862,-0.010302923584656898,-11.039684580849158,-5.66568623074572,1.1051320963329825,12.461349695528,left
3803,0.03922064717137097,0.02019852508953457,-11.856443624631154,-3.462942094951545,0.37333003928857067,11.838656945683365,left
3804,0.4434598064974309,0.05784032404462494,-12.569454992276054,1.3721736086920273,0.347122080082388,7.211531077117354,left
3805,0.2949334020539913,0.31227300332435043,-12.201166742288226,2.5035850674898716,4.765847910237812,8.250063172447407,left
3806,0.692598848633502,0.20163335049953388,-13.42400755254496,8.02855257949814,6.646555102664939,9.622617244597203,left
3807,0.2828702190014374,0.31545456244886244,-15.882818261829343,9.89850471809672,9.418540748087969,13.932091199900412,left
3808,-0.8800933566964995,0.7461340823579635,-12.29643432094856,2.509376309965416,3.7674213210268657,5.625150506743594,left
3809,-0.6147368725173838,1.1173538253596507,-10.85921700703701,1.0854114024922423,2.969446441802598,0.8999645106115733,left
3810,-0.5062041531326571,1.3422089039793688,-9.924607839212017,-2.4106528588800944,8.320075280541092,-0.2691419745449358,left
3811,0.012251776785092261,1.4982988812843905,-10.62377945737979,-2.448348987450069,12.540763920140858,-1.9486331557105507,left
3812,0.019411804741783723,1.6539539212175363,-10.675536696651351,-4.739539803005683,11.60666057050699,-3.687186483507165,left
3813,0.025737177084828033,1.628705944411173,-10.271717741415559,-3.709767100658948,3.629516081403921,-5.797840774499458,left
3814,0.09772194285074276,1.532103637317859,-10.523682853142411,0.8271366744703057,-4.683190423183803,-7.536080745072158,left
3815,-0.03458980996816363,1.466046611720561,-10.374240537906664,3.2890233302536727,-11.13027806814321,-8.114612042830696,left
3816,-0.3860177461971257,1.1936690058028134,-9.071494016248279,5.2790520099115925,-17.457591326820854,-10.964167114153245,left
3817,-0.39183674020756243,0.9218334799193213,-8.2560195899873,9.280081671464206,-20.23244920593625,-14.410444282876107,left
3818,-0.41413374176006545,0.676974197191824,-7.349757891683953,13.385941956093177,-19.149448834925522,-17.3677913124313,left
3819,-0.36744543100742155,0.4293401798607318,-6.756372831911506,17.861413644546708,-16.29737651040443,-19.59611499617479,left
3820,-0.22854064299631904,0.3149702082325533,-6.479356309124508,20.851809034541677,-12.63841928729461,-20.88574376113458,left
