,acc_pa,acc_ml,acc_si
mean,-0.5837159026295082,0.011557273807964117,-5.4481010550442015
var,2.0744949910348733,0.8704325391156028,26.887363634537536
scale,1.4403107272511975,0.9329697418006667,5.185302656020913
